psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
101924,1,62315,1,S,1,36,2,1,2,3,1,1,2,1,2, ,1,2,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2, ,2,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,2,3,22,6,3,2, , , ,6, ,2,2, ,3,2, ,2,6, , ,11096,2.29032258064516,.731239755857095
101940,1,62315,1,U,3,11,2,2,2,1,1,1,3,1,2, ,3,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,1,2,2,2,2,8,2,8,1,8,2,8,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,73,5,1,2, , , ,6, ,2,2, ,4,2, ,1,6, , ,20007,1,.319273696219295
101942,1,62315,1,S,3,37,2,1,2,3,1,1,3,1,2, ,1,1,1,1,1,1,2,10, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,2,2,2,2,1,1,2,1,2,2,1,1,8,8,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,71,1,2,2, , , ,4, ,1,3,8,1,2, ,1,3, , ,28147,1.90322580645161,.607649937965755
101951,1,62715,1,S,1,42,1,2,2,3,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,1,2,1,1,1,2,1,1,1,1,8,2,2,8,1,2,2,1,1,6,1, ,3,2,1,1,2,2,1,2, , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,3,4,3,4,3,2,2,36,2,2,1,0,1,1,5, ,2,1, ,3,2, ,1,6, , ,15066,6.12903225806452,1.95683878327955
101960,1,62415,1,U,1,36,2,1,1,3,1,1,2,1,2, ,1,1,2,1,1,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,1,2,1,1,2,1, ,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2,1,2,4,4,4,3,3,2,61,1,4,1,0,0,1,4, ,2,2, ,5,1,3,1,5, , ,10016,3.19354838709677,1.01961599760356
101962,1,62315,1,S,2,18,1,2,2,3,1,1,2,1,2, ,2,2,2,3,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,1,2,8,8,2,2,8,1,2,3,1,2,3,8,2,1,1, ,1,6,2,1,3,2,1,1,2,5,2,1,1,1,2,1,2,1,2,2,4,2, , , , , , , , , , , ,2,2,2,8,2,1,1,1,2,4,4,4,2,2,2,2,52,1,3,2, , , ,8, ,2,1, ,1,2, ,1,8, , ,47802,1.70967741935484,.545855029020085
101965,1,62415,1,R,3,54,2,2,2,3,2,2, , , , ,3,3,3,3,3,2, , ,2,2,2,8, ,1,2,1,6,1, , , , , , , , , , , , , , , , ,2,2,8,2,2,2,2,8,2,8,8,3,8,3,2,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,75,3,2,2, , , ,3, ,1,2, ,3,2, ,1,1,1, ,24740,4.32258064516129,1.38008629978663
101975,1,70515,1,R,3,37,2,2,1,2,2,2, , , , ,3,1,3,3,2,1,2,1,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , ,2,2,2, , ,1,2,1,8,1,8,2,1,2,2,8,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,83,5,1,2, , , ,7, ,2,2, ,4,2, ,1,99, , ,28557,1,.319273696219295
101976,1,62315,1,S,1,36,1,2,1,1,1,1,1,1,2, ,3,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,2,1, , , ,2,2,1,1,2,2,1,1,2,1,1,3,2,1,3,1,3,1,8,2,5,3,2,1,3,1,2,2,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,2,4,4,4,4,4,1,2,45,1,6,1,5,4,1,3, ,2,4,9,3,1,3,6,8, , ,12524,5.25806451612903,1.67876169302404
101979,1,62315,1,U,3,51,2,1,2,3,1,2,4,1,2, ,1,1,1,1,1,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,1,1,2,1,2,8,8,8,2,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,72,1,2,2, , , ,3, ,2,2, ,1,2, ,2,5, , ,23607,3.2258064516129,1.0299151490945
101989,1,62315,1,S,3,37,2,2,2,3,2,2, , , , ,2,1,3,2,2,2, , ,1,1,2,2, ,1,2,2, ,1, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,2,8,8,8,8,8,3,8,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,70,8,2,2, , , ,3, ,2,2, ,4,2, ,2,8,1, ,27203,3.80645161290323,1.21529987593151
101992,1,62315,1,U,1,36,2,2,2,4,1,1,3,1,2, ,1,2,2,1,1,1,2,5, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,1,1,2,2,2,2,1,1,1,2,1,1,2,1,3,2,1,2,4, , , ,3,3,2,3,2,2,3,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,62,1,3,2, , , ,3, ,2,2, ,2,2, ,1,99, , ,11219,6.7741935483871,2.16282181309845
101997,1,62315,1,S,3,51,1,2,2,2,1,1,2,1,2, ,2,2,2,2,2,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,2,2,1, , , ,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,4, , , ,3,2,1,2,1,3,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,30,1,2,1,1,1,0,8, ,2,3,8,3,2, ,1,7, , ,22406,2.03225806451613,.648846543929535
102007,1,62415,1,S,2,20,1,2,3,3,1,2,5,1,2, ,3,2,1,3,2,1,2,1, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,1,2,1,1,2,2,1,1,1,2,1,2,3,8,3,1,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,74,5,2,2, , , ,8, ,1,2, ,4,2, ,1,7, , ,67220,1,.319273696219295
102009,1,62315,1,U,1,42,1,2,2,3,1,2,4,1,2, ,2,1,3,2,3,1,2,2, , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2, ,2,2,1,1,2,1,1,1,1,2,2,8,8,8,2,1,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,81,1,4,2, , , ,3, ,2,2, ,3,2, ,1,4, , ,18103,3.2258064516129,1.0299151490945
102018,1,62615,1,R,3,40,1,2,3,2,1,1,2,1,2, ,2,2,1,3,1,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,2,1,1, , , ,1,1,1,2,8,8,2,1,8,1,1,2,2,8,8,8,8,2,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,62,5,1,2, , , ,6, ,2,2, ,5,2, ,1,99, , ,74733,1,.319273696219295
102031,1,62715,1,U,1,25,2,2,1,2,1,1,1,1,2, ,1,8,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2,2,2,2,1,8,8,8,8,8,2,8,8,8,8,8,8,8,8, ,3, , , ,2,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,78,1,2,2, , , ,8,8,2,9,9,3,2, ,1,99, , ,02465,1.67741935483871,.53555587752914
102039,1,62315,1,U,1,9,1,2,2,3,1,2,2,1,8, ,1,1,1,1,8,1,8,4,8,2,8,8, ,8,2,2, ,1, , , , ,2,2, ,2,1,2,1, , , ,2, ,2,2,1,1,2,2,2,1,2,8,2,8,8,3,3,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,74,5,3,2, , , ,6, ,1,2, ,3,2, ,2,1, , ,06902,2.41935483870968,.772436361820875
102041,1,62315,1,S,1,34,2,2,2,2,2,2, , , , ,3,2,3,1,1,2, , ,2,2,1,2, ,2,2,2, ,1, , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,2,2,8,8,3,3,8,8,2,1, ,3, , , ,3, , , , , , ,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,97,5,8,2, , , ,4, ,1,2, ,1,1,3,2,6,2, ,08016,6.19354838709677,1.97743708626144
102045,1,62315,1,U,3,37,1,1,3,3,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,1,1, , , ,2,2,2,2,8,8,2,2,2,1,2,8,8,8,8,8,8,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,71,1,2,2, , , ,4, ,2,3,2,3,2, ,2,6, , ,27406,2.12903225806452,.679743998402371
102052,1,62315,1,S,3,48,2,2,1,2,1,1,2,1,2, ,3,1,1,2,3,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,8,3,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,1,2,2, , , ,6, ,2,3,8,3,2, ,1,7, , ,78633,1.19354838709677,.381068605164965
102055,1,62415,1,R,2,39,2,1,1,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,3,2,2,2,2,1,2,1, ,3,2,1,1,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,4,2,4,4,4,2,3,48,1,3,1,0,1,1,5, ,2,1, ,3,2, ,1,8, , ,44408,3.93548387096774,1.25649648189529
102056,1,62915,1,S,2,26,1,2,3,3,2,2, , , , ,2,2,2,2,2,1,2,5,1,2,2,2, ,2,8,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,2,8,2,1,2,8,2,8,8,8,2,8,1, ,3, , , ,3, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,67,3,6,2, , , ,3, ,2,1, ,2,2, ,1,98, , ,48229,2.80645161290323,.896026179712216
102061,1,62315,1,S,1,50,1,1,2,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2,1, ,1,1,1,1, , , ,1,1,2,2,1,1,2,1,1,1,1,2,3,3,2,3,1,1,2,2,2,3,2,5,1,1,1,1,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,1,2,4,4,4,4,2,2,20,6,4,2, , , ,3,2,2,2, ,3,2, ,1,5, , ,05468,7.03225806451613,2.24521502502601
102064,1,62315,1,S,1,34,2,2,2,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2, ,1,2,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,3,3,3,2,62,2,4,2, , , ,8, ,2,2, ,4,2, ,1,8, , ,08723,2.58064516129032,.823932119275601
102066,1,62815,1,S,1,34,2,2,1,1,1,1,3,1,3, ,3,9,3,3,3,1,2,97, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,2,2,8,9,2,2,9,8,2,2,2,9,9,9,9,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,8,72,1,2,2, , , ,8, ,2,1, ,3,2, ,1,9, , ,08735,1.67741935483871,.53555587752914
102067,1,62315,1,S,2,39,2,2,2,3,1,1,5,1,2, ,3,1,1,3,1,1,2,2, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,1,2, ,1,2,2,2,2,2,1,1,2,8,2,8,8,8,2,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,64,1,2,2, , , ,5, ,1,9,8,3,9, ,9,99, , ,44128,2.58064516129032,.823932119275601
102072,1,62315,1,R,1,50,1,2,4,4,2,1,5,2, , ,3,2,3,3,3,1,1, ,1,2,2,2,2,2,2,1, ,2,1,2,1,2,1,2, ,1,2,2,2, , , ,1,1,1,2,2,2,2,1,2,1,1,1,2,3,3,3,2,2,2,2,4, , , ,3,1,4,1,4,1,2,1,1,1,1,1,1,1,2,1,8,1,1,2,2,2,1,2,1,1,8,2,1, , , , , , , , , , , , , , , ,4,32,6,4,1,1,1,1,5, ,2,1, ,2,2, ,1,98, , ,05156,7,2.23491587353507
102073,1,70215,1,S,2,19,2,2,1,1,1,2,4,1,2, ,3,3,2,3,2,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,1,1,2,2,1,1,2,8,8,8,3,8,8,1,2, ,2,6,1, ,3,2,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,4,4,4,4,4,1,3,59,1,2,2, , , ,6, ,2,2, ,3,2, ,1,8, , ,51503,1.16129032258065,.37076945367402
102075,1,62815,1,S,2,26,1,2,2,3,1,1,3,1,1,8,3,2,3,3,3,1,1, ,2,1,2,2,2,2,1,2, ,1, , , , ,2,2, ,2,2,2,1, , , ,2,2,2,2,2,1,2,2,2,1,1,2,2,8,2,8,2,1,2,2,4, , , ,3,2,1,2,2,3,3,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,50,1,3,1,0,2,3,4, ,2,3,1,1,2, ,1,99, , ,48446,2.67741935483871,.854829573748435
102078,1,62515,1,R,1,42,2,1,1,2,2,1,5,2, , ,3,3,3,3,3,1,2,1,1,2,2,2, ,2,2,2, ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,1,2,2,2,2,2,1,2,3,1,8,3,8,8,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,89,5,1,2, , , ,3, ,2,2, ,3,2, ,1,6, , ,15767,2.03225806451613,.648846543929535
102079,1,62315,1,U,3,13,1,2,2,3,1,1,1,1,2, ,2,2,2,2,1,1,1, , , , , , , , , , ,1, , , , ,2,2, ,1,2,2,1, , , ,2,1,2,2,2,8,8,8,8,1,2,2,8,3,8,8,2,8,8, ,1,1,1, ,3,2,1,2,1,4,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,4,2,2,30,3,1,2, , , ,6, ,2,4,8,3,2, ,2,5, , ,31705,1.2258064516129,.39136775665591
102080,1,62515,1,S,1,9,1,1,1,1,1,1,2,1,2, ,3,2,2,3,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,2,1, , , ,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,8,2,1,2,2,1,2,2,1,3,2,1,3,3,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,1,1,1,3,3,4,4,4,1,3,45,1,2,1,0,2,0,6, ,2,2, ,3,2, ,1,6, , ,06013,2.38709677419355,.762137210329931
102091,1,62315,1,R,2,55,2,1,3,3,1,2,3,1,2, ,3,2,3,3,1,1,2,4, , , , , , , , , ,1, , , , ,1, ,2,1, , , ,2,2,2,2, ,1,1,1,2,2,2,2,2,2,3,1,2,3,3,3,2,2, ,3, , , ,3, , , , , , ,1,1,1,2,1,2,2,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,57,3,1,2, , , ,5, ,1,3,2,2,2, ,1,3, , ,54801,1.2258064516129,.39136775665591
102095,1,70215,2,U,1,9,2,2,2,3,1,1,2,1,2, ,1,1,1,1,1,2, , , , , , , , , , , ,1, , , , ,2, ,1,2, , , , , , ,2, ,2,2,1,2,1,1,2,1,1,2,1,2,3,1,2,2,1,2,4, , , ,3,1,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,30,1,2,1,0,0,1,2, ,2,8,8,2,1,1,1,98,1, ,06105,6.19354838709677,1.97743708626144
102096,1,62315,1,R,2,18,2,2,1,2,1,1,4,1,2, ,2,2,2,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2,2,1,1,8,1,2,2,8,2,2,2,2,8,8,8,8,1,1, ,2,6,2,2,3,3,2,3,3,3,3,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,2,3,3,4,4,4,2,3,63,1,2,2, , , ,6, ,2,3,1,2,2, ,1,6, , ,47591,1.16129032258065,.37076945367402
102097,1,63015,1,S,3,37,2,1,2,2,1,1,1,1,2, ,1,3,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,1,3,1,3,1,2, ,1,3,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,2,4,4,4,4,4,4,1,62,1,3,1,0,0,1,8, ,2,2, ,5,2, ,1,9, , ,28117,1.38709677419355,.442863514110635
102098,1,62315,1,R,1,36,2,2,2,3,2,1,5,2, , ,3,3,3,3,3,1,1, ,1,2,2,1,1,2,2,2,2,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,2,8,2,1,1,3,3,1,3,2,3,1,2,2,1,1,2,2,3,1,1,1,1,4,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,4,1,3,62,1,2,2, , , ,8, ,2,2, ,3,1,3,2,8, , ,13165,1,.319273696219295
102114,1,62315,1,S,3,22,2,2,2,2,1,1,4,1,2, ,2,2,2,2,2,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,8,2,2,3,1,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,67,5,1,2, , , ,4, ,1,2, ,4,2, ,1,4, , ,70454,1,.319273696219295
102132,1,62315,2,U,4,4,2,1,1,4,1,1,2,2, , ,1,3,1,1,1,1,1, ,1,2,1,1,1,1,1,2,1,1, , , , ,2, ,1,2, , , ,1,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,2,2,1,8,1,1, ,1,3,2,5,3,4,4,4,4,4,4,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,39,3,1,2, , , ,3, ,2,2, ,2,1,3,6,6, , ,85210,2.90322580645161,.926923634185051
102142,1,62415,1,S,3,12,1,1,1,8,1,2,8,1,2, ,2,1,1,8,3,1,2,7, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,1,2,2,8,2,1,2,8,8,8,8,8,3,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,1,2,2, , , ,8, ,2,2, ,5,2, ,2,99, , ,33067,1.41935483870968,.45316266560158
102149,1,62315,1,S,3,47,2,1,2,2,1,2,1,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,2,1, , , ,2,2,2,2,2,1,1,1,1,2,2,1,2,2,8,2,8,8,8,3,1,2, ,4, , , ,3,1,1,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,54,6,1,2, , , ,6, ,2,3,2,3,2, ,1,3, , ,37072,1.38709677419355,.442863514110635
102150,1,62315,1,R,3,12,2,2,3,3,2,2, , , , ,1,1,1,1,1,1,2,10,1,2,1,1, ,2,2,2,8,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,2,2,2,2,2,2,8,3,8,3,8,3,8,1, ,6, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,62,5,2,2, , , ,2, ,1,4,8,3,2, ,4,2, , ,32140,3.19354838709677,1.01961599760356
102153,1,62315,1,S,3,51,2,1,1,2,1,2,1,1,2, ,2,3,1,8,3,1,2,4, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,2,2,2,8,8,2,2,1,2,3,1,8,8,8,3,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,2,74,1,2,2, , , ,4, ,2,3,1,2,2, ,1,5, , ,20181,2.45161290322581,.782735513311821
102155,1,62315,1,S,2,18,1,1,2,2,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,1,2,1,1, , , ,2,2,1,2,1,2,2,2,2,2,1,2,3,3,2,3,2,2,2,2,1,1,1, ,3,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2, ,2, , , , , , , , , , , ,2,2,2,2,2,2,1,2,1,4,4,4,4,4,2,2,30,1,2,2, , , ,6, ,2,3,1,2,2, ,1,7, , ,47725,1.25806451612903,.401666908146855
102159,1,62315,1,S,4,53,2,1,2,2,1,1,1,1,2, ,1,1,1,2,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,3,1,3,1,1,2,1,1,2,2,4,3,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,5,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,4,4,4,3,3,2,4,26,6,3,2, , , ,4, ,2,3,2,4,2, ,1,6, , ,98012,3.32258064516129,1.06081260356734
102161,1,62315,1,U,4,6,2,2,1,2,1,1,2,1,2, ,2,1,1,2,2,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,8,2,2,1,2,4, , , ,3,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,4,1,1,1,2,2,1,3,2,1,1,1,1,1,2,2,2,2, , , , , , , , , , ,3,35,1,2,1,0,1,0,4, ,1,5,1,3,2, ,1,7, , ,92124,4.67741935483871,1.49337696618703
102177,1,62315,1,U,4,6,1,2,1,3,2,2, , , , ,3,3,3,3,3,1,2,97,1,2,1,1, ,1,2,2,1,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,1,2,2,8,8,2,8,2,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,90,1,2,2, , , ,4, ,2,2, ,9,2, ,1,2, , ,95661,2.12903225806452,.679743998402371
102184,1,70515,1,S,2,39,2,2,2,3,1,1,3,1,2, ,2,1,2,3,1,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2,2,2,2,1,1,2,2,1,2,2,8,8,8,8,8,8,1,1, ,2,1,1, ,3,2,1,1,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,3,61,1,3,2, , , ,5, ,2,2, ,4,2, ,1,6, , ,44138,3.09677419354839,.988718543130721
102205,1,62315,1,R,3,47,1,1,2,2,1,1,1,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,2,2,1,1,2,2,1,2,2,3,8,8,8,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,60,3,1,2, , , ,6, ,2,2, ,5,2, ,1,3, , ,37604,1,.319273696219295
102207,1,70215,1,S,1,42,1,2,1,3,1,2,3,1,2, ,3,3,3,3,3,2, , , , , , , , , , , ,1, , , , ,2,2, ,2, , , , , , ,2, ,2,2,2,2,1,1,2,1,1,3,3,3,3,3,2,9,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,5,9,2, , , ,8, ,1,1, ,8,2, ,1,99,2, ,16416,5.80645161290323,1.8538472683701
102218,1,70215,1,S,2,29,2,2,1,2,1,2,3,1,1,1,3,3,3,3,3,1,2,2,2,2,1,2, ,1,1,2,1,1, , , , ,1, ,2,2, , , ,2,2,2,2, ,1,1,2,2,1,1,2,1,2,8,1,8,8,8,3,2,1, ,1,4,2,1,3,1,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,4,4,4,4,4,2,2,57,6,3,2, , , ,8, ,2,3,1,2,2, ,1,98, , ,63084,1.48387096774194,.47376096858347
102224,1,62315,1,S,1,36,2,1,3,3,1,1,2,1,2, ,1,1,1,1,2,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,1,1,1,2,1,1,1,8,2,1,1,2,1,2,2,3,2,3,3,1,8,2,1,2,2,2,3,3,1,1,2,2,1,2, , , , , , , , , ,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,4,4,4,1,1,2,4,60,4,1,1,0,1,0,7, ,2,4,2,5,2, ,1,7, , ,10805,1.48387096774194,.47376096858347
